row,var,qid,status,reason,existing_r1,existing_r2,existing_r3,existing_r4,proposed_r1,proposed_r2,proposed_r3,proposed_r4,source,question_excerpt
53,vK2m11,K2,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"K2‧除了私下(一對一)聯絡,請問您最近一個月有使用下列哪些網路平台或APP,公開(一對多)和人互動,像是看朋友或其他人的動態、自己PO文、按讚、留言?(可多選)(卡8) 訪員注意: 1.若只是在LINE、FB、IG上看到標註抖音(TikTok)的影片,不算有使用,要有用抖音APP或在網頁版上觀看才算有使用。 2.不論是透過手機、平板或電腦使用社群媒體都算。 □ (01)臉書(Facebook) □ (02)Instagram(IG) □ (03) X (原Twitter,推特) □ (04)LinkedIn □ (05)微博 □ (06)噗浪(Plurk) □ (07)抖音(TikTok) "
54,vK2m12,K2,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"K2‧除了私下(一對一)聯絡,請問您最近一個月有使用下列哪些網路平台或APP,公開(一對多)和人互動,像是看朋友或其他人的動態、自己PO文、按讚、留言?(可多選)(卡8) 訪員注意: 1.若只是在LINE、FB、IG上看到標註抖音(TikTok)的影片,不算有使用,要有用抖音APP或在網頁版上觀看才算有使用。 2.不論是透過手機、平板或電腦使用社群媒體都算。 □ (01)臉書(Facebook) □ (02)Instagram(IG) □ (03) X (原Twitter,推特) □ (04)LinkedIn □ (05)微博 □ (06)噗浪(Plurk) □ (07)抖音(TikTok) "
55,vK2m13,K2,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"K2‧除了私下(一對一)聯絡,請問您最近一個月有使用下列哪些網路平台或APP,公開(一對多)和人互動,像是看朋友或其他人的動態、自己PO文、按讚、留言?(可多選)(卡8) 訪員注意: 1.若只是在LINE、FB、IG上看到標註抖音(TikTok)的影片,不算有使用,要有用抖音APP或在網頁版上觀看才算有使用。 2.不論是透過手機、平板或電腦使用社群媒體都算。 □ (01)臉書(Facebook) □ (02)Instagram(IG) □ (03) X (原Twitter,推特) □ (04)LinkedIn □ (05)微博 □ (06)噗浪(Plurk) □ (07)抖音(TikTok) "
56,vK2m88,K2,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"K2‧除了私下(一對一)聯絡,請問您最近一個月有使用下列哪些網路平台或APP,公開(一對多)和人互動,像是看朋友或其他人的動態、自己PO文、按讚、留言?(可多選)(卡8) 訪員注意: 1.若只是在LINE、FB、IG上看到標註抖音(TikTok)的影片,不算有使用,要有用抖音APP或在網頁版上觀看才算有使用。 2.不論是透過手機、平板或電腦使用社群媒體都算。 □ (01)臉書(Facebook) □ (02)Instagram(IG) □ (03) X (原Twitter,推特) □ (04)LinkedIn □ (05)微博 □ (06)噗浪(Plurk) □ (07)抖音(TikTok) "
57,vK2m90,K2,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"K2‧除了私下(一對一)聯絡,請問您最近一個月有使用下列哪些網路平台或APP,公開(一對多)和人互動,像是看朋友或其他人的動態、自己PO文、按讚、留言?(可多選)(卡8) 訪員注意: 1.若只是在LINE、FB、IG上看到標註抖音(TikTok)的影片,不算有使用,要有用抖音APP或在網頁版上觀看才算有使用。 2.不論是透過手機、平板或電腦使用社群媒體都算。 □ (01)臉書(Facebook) □ (02)Instagram(IG) □ (03) X (原Twitter,推特) □ (04)LinkedIn □ (05)微博 □ (06)噗浪(Plurk) □ (07)抖音(TikTok) "
58,vE17,E17,match,,"1,88",97,98,,"1,88",97,98,,option code span,"E17‧請問您平常主要是透過手機、平板或電腦使用LINE?【K1答(01)者,或K2答(13)者,才需回答此題】 訪員注意:如果是用手機連到電視螢幕,依然認定是透過「手機」使用LINE。 □ (01)手機【與D1答(03)互斥】 □ (02)平板 □ (03)電腦(包括桌機與筆電) □ (88)其他,請說明______【開放欄位】 □ (97)不知道 □ (98)拒答"
59,vKLI1,KLI1,match,,"0.5,7",95,97,98,"0.5,7",95,97,98,explicit numeric range,"KLI1‧請問您每週平均有幾天使用LINE?【數值題,可輸入小數點,範圍為0.5、1、1.5、2、2.5、3、3.5、4、4.5、5、5.5、6、6.5、7、95、97、98】【K1答(01)者,或K2答(13)者,才需回答此題】 * 用LINE包含與親友傳訊息、通話、看LINE today新聞、用LINE購物等。 訪員注意: 1.本題為數值題,若為區間請取「中間值」,例如:3~4天,請填入「3.5」天。 2.答案無法填答時(例如:一個月只看1天)或每週平均用不到0.5天,請填入「95」。 ________天 □ (95)每週平均用不到0.5天 □ (97)不知道 □ (98)拒答"
60,vKLI2,KLI2,match,,"1,2359",9797,9898,,"1,2359",9797,9898,,explicit numeric range,"KLI2‧在您有使用LINE的那一天,您一整天大概會使用多久(要真的有在用LINE傳訊息、通話、看LINE Today的時間)?【數值題,範圍:0001-2359、9797、9898】【K1答(01)者,或K2答(13)者,才需回答此題】 * 若使用時間很分散,只要有空就會用,請受訪者儘量回想在什麼場合會用LINE,如:通勤、睡前 等,將這些時間進行加總。 * 請以發生頻率較高(天數較多)來回答一整天看的時間,不是填看最長的時間。例如星期一到星期四都是3小時,星期五到星期日都是6小時,則頻率較高為星期一到星期四,答案填入「0300」。 訪員注意: 1.本題為數值題,請填入4位數,例如2小時30"
61,vKFB1,KFB1,match,,"0.5,7",95,97,98,"0.5,7",95,97,98,explicit numeric range,"KFB1‧請問您每週平均有幾天使用臉書(Facebook),包含臉書聊天室(FB Messenger)也算?【數值題,可輸入小數點,範圍為0.5、1、1.5、2、2.5、3、3.5、4、4.5、5、5.5、6、6.5、7、95、97、98】【K1答(02)者,或K2答(01)者,才需回答此題】 訪員注意: 1.本題為數值題,若為區間請取「中間值」,例如:3~4天,請填入「3.5」天。 2.答案無法填答時(例如:一個月只看1天)或每週平均用不到0.5天,請填入「95」。 ________天 □ (95)每週平均用不到0.5天 □ (97)不知道 □ (98)拒答"
62,vKFB2,KFB2,match,,"1,2359",9797,9898,,"1,2359",9797,9898,,explicit numeric range,"KFB2‧在您有使用臉書(Facebook),包含臉書聊天室(FB Messenger)的那一天,您一整天大概會使用多久(真的有在用的時間)?【數值題,範圍:0001-2359、9797、9898】【K1答(02)者,或K2答(01)者,才需回答此題】 * 若使用時間很分散,只要有空就會用,請受訪者儘量回想在什麼場合會用臉書(Facebook),如:通勤、睡前等,將這些時間進行加總。 * 請以發生頻率較高(天數較多)來回答一整天看的時間,不是填看最長的時間。例如星期一到星期四都是3小時,星期五到星期日都是6小時,則頻率較高為星期一到星期四,答案填入「0300」。 訪員注意: 1.本題為數值題,"
63,vKFB3m01,KFB3,match,,"0,1",,,,"0,1",,,,multiple-response binary,"KFB3‧請問您使用臉書(Facebook)主要的原因或動機是什麼呢?(可多選)(卡9)【K1答(02)者,或K2答(01)者,才需回答此題】"
64,vKFB3m02,KFB3,match,,"0,1",,,,"0,1",,,,multiple-response binary,"KFB3‧請問您使用臉書(Facebook)主要的原因或動機是什麼呢?(可多選)(卡9)【K1答(02)者,或K2答(01)者,才需回答此題】"
65,vKFB3m03,KFB3,match,,"0,1",,,,"0,1",,,,multiple-response binary,"KFB3‧請問您使用臉書(Facebook)主要的原因或動機是什麼呢?(可多選)(卡9)【K1答(02)者,或K2答(01)者,才需回答此題】"
66,vKFB3m04,KFB3,match,,"0,1",,,,"0,1",,,,multiple-response binary,"KFB3‧請問您使用臉書(Facebook)主要的原因或動機是什麼呢?(可多選)(卡9)【K1答(02)者,或K2答(01)者,才需回答此題】"
67,vKFB3m05,KFB3,match,,"0,1",,,,"0,1",,,,multiple-response binary,"KFB3‧請問您使用臉書(Facebook)主要的原因或動機是什麼呢?(可多選)(卡9)【K1答(02)者,或K2答(01)者,才需回答此題】"
68,vKFB3m06,KFB3,match,,"0,1",,,,"0,1",,,,multiple-response binary,"KFB3‧請問您使用臉書(Facebook)主要的原因或動機是什麼呢?(可多選)(卡9)【K1答(02)者,或K2答(01)者,才需回答此題】"
69,vKFB3m07,KFB3,match,,"0,1",,,,"0,1",,,,multiple-response binary,"KFB3‧請問您使用臉書(Facebook)主要的原因或動機是什麼呢?(可多選)(卡9)【K1答(02)者,或K2答(01)者,才需回答此題】"
70,vKFB3m08,KFB3,match,,"0,1",,,,"0,1",,,,multiple-response binary,"KFB3‧請問您使用臉書(Facebook)主要的原因或動機是什麼呢?(可多選)(卡9)【K1答(02)者,或K2答(01)者,才需回答此題】"
71,vKFB3m09,KFB3,match,,"0,1",,,,"0,1",,,,multiple-response binary,"KFB3‧請問您使用臉書(Facebook)主要的原因或動機是什麼呢?(可多選)(卡9)【K1答(02)者,或K2答(01)者,才需回答此題】"
72,vKFB3m10,KFB3,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"KFB3‧請問您使用臉書(Facebook)主要的原因或動機是什麼呢?(可多選)(卡9)【K1答(02)者,或K2答(01)者,才需回答此題】"
73,vKFB3m11,KFB3,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"KFB3‧請問您使用臉書(Facebook)主要的原因或動機是什麼呢?(可多選)(卡9)【K1答(02)者,或K2答(01)者,才需回答此題】"
74,vKFB3m12,KFB3,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"KFB3‧請問您使用臉書(Facebook)主要的原因或動機是什麼呢?(可多選)(卡9)【K1答(02)者,或K2答(01)者,才需回答此題】"
75,vKFB3m13,KFB3,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"KFB3‧請問您使用臉書(Facebook)主要的原因或動機是什麼呢?(可多選)(卡9)【K1答(02)者,或K2答(01)者,才需回答此題】"
76,vKFB3m14,KFB3,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"KFB3‧請問您使用臉書(Facebook)主要的原因或動機是什麼呢?(可多選)(卡9)【K1答(02)者,或K2答(01)者,才需回答此題】"
77,vKFB3m15,KFB3,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"KFB3‧請問您使用臉書(Facebook)主要的原因或動機是什麼呢?(可多選)(卡9)【K1答(02)者,或K2答(01)者,才需回答此題】"
78,vKFB3m16,KFB3,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"KFB3‧請問您使用臉書(Facebook)主要的原因或動機是什麼呢?(可多選)(卡9)【K1答(02)者,或K2答(01)者,才需回答此題】"
79,vKFB3m17,KFB3,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"KFB3‧請問您使用臉書(Facebook)主要的原因或動機是什麼呢?(可多選)(卡9)【K1答(02)者,或K2答(01)者,才需回答此題】"
80,vKFB3m88,KFB3,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"KFB3‧請問您使用臉書(Facebook)主要的原因或動機是什麼呢?(可多選)(卡9)【K1答(02)者,或K2答(01)者,才需回答此題】"
81,vKFB4m01,KFB4,match,,"0,1",,,,"0,1",,,,multiple-response binary,"KFB4‧請問您平常會在臉書(Facebook)上做哪些事情呢?(可多選)(卡10)【K1答(02)者,或K2答(01)者,才需回答此題】 □ (01)撰寫貼文(包含文字、相片、影片、打卡、網誌、相簿等) □ (02)分享或轉傳貼文(包含文字、相片、影片、打卡、網誌、相簿等) □ (03)開直播 □ (04)在別人貼文底下留言或按讚 □ (05)在社團內留言給其他人或按讚 □ (06)看朋友的貼文(包含文字、相片、影片、打卡、網誌、相簿等) □ (07)看朋友所分享或轉傳的貼文(包含文字、相片、影片、打卡、網誌、相簿等) □ (08)看直播(無論朋友、名人或網紅的直播,內容包括吃美食、打電動、"
82,vKFB4m02,KFB4,match,,"0,1",,,,"0,1",,,,multiple-response binary,"KFB4‧請問您平常會在臉書(Facebook)上做哪些事情呢?(可多選)(卡10)【K1答(02)者,或K2答(01)者,才需回答此題】 □ (01)撰寫貼文(包含文字、相片、影片、打卡、網誌、相簿等) □ (02)分享或轉傳貼文(包含文字、相片、影片、打卡、網誌、相簿等) □ (03)開直播 □ (04)在別人貼文底下留言或按讚 □ (05)在社團內留言給其他人或按讚 □ (06)看朋友的貼文(包含文字、相片、影片、打卡、網誌、相簿等) □ (07)看朋友所分享或轉傳的貼文(包含文字、相片、影片、打卡、網誌、相簿等) □ (08)看直播(無論朋友、名人或網紅的直播,內容包括吃美食、打電動、"
83,vKFB4m03,KFB4,match,,"0,1",,,,"0,1",,,,multiple-response binary,"KFB4‧請問您平常會在臉書(Facebook)上做哪些事情呢?(可多選)(卡10)【K1答(02)者,或K2答(01)者,才需回答此題】 □ (01)撰寫貼文(包含文字、相片、影片、打卡、網誌、相簿等) □ (02)分享或轉傳貼文(包含文字、相片、影片、打卡、網誌、相簿等) □ (03)開直播 □ (04)在別人貼文底下留言或按讚 □ (05)在社團內留言給其他人或按讚 □ (06)看朋友的貼文(包含文字、相片、影片、打卡、網誌、相簿等) □ (07)看朋友所分享或轉傳的貼文(包含文字、相片、影片、打卡、網誌、相簿等) □ (08)看直播(無論朋友、名人或網紅的直播,內容包括吃美食、打電動、"
84,vKFB4m04,KFB4,match,,"0,1",,,,"0,1",,,,multiple-response binary,"KFB4‧請問您平常會在臉書(Facebook)上做哪些事情呢?(可多選)(卡10)【K1答(02)者,或K2答(01)者,才需回答此題】 □ (01)撰寫貼文(包含文字、相片、影片、打卡、網誌、相簿等) □ (02)分享或轉傳貼文(包含文字、相片、影片、打卡、網誌、相簿等) □ (03)開直播 □ (04)在別人貼文底下留言或按讚 □ (05)在社團內留言給其他人或按讚 □ (06)看朋友的貼文(包含文字、相片、影片、打卡、網誌、相簿等) □ (07)看朋友所分享或轉傳的貼文(包含文字、相片、影片、打卡、網誌、相簿等) □ (08)看直播(無論朋友、名人或網紅的直播,內容包括吃美食、打電動、"
85,vKFB4m05,KFB4,match,,"0,1",,,,"0,1",,,,multiple-response binary,"KFB4‧請問您平常會在臉書(Facebook)上做哪些事情呢?(可多選)(卡10)【K1答(02)者,或K2答(01)者,才需回答此題】 □ (01)撰寫貼文(包含文字、相片、影片、打卡、網誌、相簿等) □ (02)分享或轉傳貼文(包含文字、相片、影片、打卡、網誌、相簿等) □ (03)開直播 □ (04)在別人貼文底下留言或按讚 □ (05)在社團內留言給其他人或按讚 □ (06)看朋友的貼文(包含文字、相片、影片、打卡、網誌、相簿等) □ (07)看朋友所分享或轉傳的貼文(包含文字、相片、影片、打卡、網誌、相簿等) □ (08)看直播(無論朋友、名人或網紅的直播,內容包括吃美食、打電動、"
86,vKFB4m06,KFB4,match,,"0,1",,,,"0,1",,,,multiple-response binary,"KFB4‧請問您平常會在臉書(Facebook)上做哪些事情呢?(可多選)(卡10)【K1答(02)者,或K2答(01)者,才需回答此題】 □ (01)撰寫貼文(包含文字、相片、影片、打卡、網誌、相簿等) □ (02)分享或轉傳貼文(包含文字、相片、影片、打卡、網誌、相簿等) □ (03)開直播 □ (04)在別人貼文底下留言或按讚 □ (05)在社團內留言給其他人或按讚 □ (06)看朋友的貼文(包含文字、相片、影片、打卡、網誌、相簿等) □ (07)看朋友所分享或轉傳的貼文(包含文字、相片、影片、打卡、網誌、相簿等) □ (08)看直播(無論朋友、名人或網紅的直播,內容包括吃美食、打電動、"
87,vKFB4m07,KFB4,match,,"0,1",,,,"0,1",,,,multiple-response binary,"KFB4‧請問您平常會在臉書(Facebook)上做哪些事情呢?(可多選)(卡10)【K1答(02)者,或K2答(01)者,才需回答此題】 □ (01)撰寫貼文(包含文字、相片、影片、打卡、網誌、相簿等) □ (02)分享或轉傳貼文(包含文字、相片、影片、打卡、網誌、相簿等) □ (03)開直播 □ (04)在別人貼文底下留言或按讚 □ (05)在社團內留言給其他人或按讚 □ (06)看朋友的貼文(包含文字、相片、影片、打卡、網誌、相簿等) □ (07)看朋友所分享或轉傳的貼文(包含文字、相片、影片、打卡、網誌、相簿等) □ (08)看直播(無論朋友、名人或網紅的直播,內容包括吃美食、打電動、"
88,vKFB4m08,KFB4,match,,"0,1",,,,"0,1",,,,multiple-response binary,"KFB4‧請問您平常會在臉書(Facebook)上做哪些事情呢?(可多選)(卡10)【K1答(02)者,或K2答(01)者,才需回答此題】 □ (01)撰寫貼文(包含文字、相片、影片、打卡、網誌、相簿等) □ (02)分享或轉傳貼文(包含文字、相片、影片、打卡、網誌、相簿等) □ (03)開直播 □ (04)在別人貼文底下留言或按讚 □ (05)在社團內留言給其他人或按讚 □ (06)看朋友的貼文(包含文字、相片、影片、打卡、網誌、相簿等) □ (07)看朋友所分享或轉傳的貼文(包含文字、相片、影片、打卡、網誌、相簿等) □ (08)看直播(無論朋友、名人或網紅的直播,內容包括吃美食、打電動、"
89,vKFB4m09,KFB4,match,,"0,1",,,,"0,1",,,,multiple-response binary,"KFB4‧請問您平常會在臉書(Facebook)上做哪些事情呢?(可多選)(卡10)【K1答(02)者,或K2答(01)者,才需回答此題】 □ (01)撰寫貼文(包含文字、相片、影片、打卡、網誌、相簿等) □ (02)分享或轉傳貼文(包含文字、相片、影片、打卡、網誌、相簿等) □ (03)開直播 □ (04)在別人貼文底下留言或按讚 □ (05)在社團內留言給其他人或按讚 □ (06)看朋友的貼文(包含文字、相片、影片、打卡、網誌、相簿等) □ (07)看朋友所分享或轉傳的貼文(包含文字、相片、影片、打卡、網誌、相簿等) □ (08)看直播(無論朋友、名人或網紅的直播,內容包括吃美食、打電動、"
