row,var,qid,status,reason,existing_r1,existing_r2,existing_r3,existing_r4,proposed_r1,proposed_r2,proposed_r3,proposed_r4,source,question_excerpt
47,vK2m04,K2,match,,"0,1",,,,"0,1",,,,multiple-response binary,"K2‧除了私下(一對一)聯絡,請問您最近一個月有使用下列哪些網路平台或APP,公開(一對多)和人互動,像是看朋友或其他人的動態、自己PO文、按讚、留言?(可多選)(卡8) 訪員注意: 1.若只是在LINE、FB、IG上看到標註抖音(TikTok)的影片,不算有使用,要有用抖音APP或在網頁版上觀看才算有使用。 2.不論是透過手機、平板或電腦使用社群媒體都算。 □ (01)臉書(Facebook) □ (02)Instagram(IG) □ (03) X (原Twitter,推特) □ (04)LinkedIn □ (05)微博 □ (06)噗浪(Plurk) □ (07)抖音(TikTok) "
48,vK2m05,K2,match,,"0,1",,,,"0,1",,,,multiple-response binary,"K2‧除了私下(一對一)聯絡,請問您最近一個月有使用下列哪些網路平台或APP,公開(一對多)和人互動,像是看朋友或其他人的動態、自己PO文、按讚、留言?(可多選)(卡8) 訪員注意: 1.若只是在LINE、FB、IG上看到標註抖音(TikTok)的影片,不算有使用,要有用抖音APP或在網頁版上觀看才算有使用。 2.不論是透過手機、平板或電腦使用社群媒體都算。 □ (01)臉書(Facebook) □ (02)Instagram(IG) □ (03) X (原Twitter,推特) □ (04)LinkedIn □ (05)微博 □ (06)噗浪(Plurk) □ (07)抖音(TikTok) "
49,vK2m06,K2,match,,"0,1",,,,"0,1",,,,multiple-response binary,"K2‧除了私下(一對一)聯絡,請問您最近一個月有使用下列哪些網路平台或APP,公開(一對多)和人互動,像是看朋友或其他人的動態、自己PO文、按讚、留言?(可多選)(卡8) 訪員注意: 1.若只是在LINE、FB、IG上看到標註抖音(TikTok)的影片,不算有使用,要有用抖音APP或在網頁版上觀看才算有使用。 2.不論是透過手機、平板或電腦使用社群媒體都算。 □ (01)臉書(Facebook) □ (02)Instagram(IG) □ (03) X (原Twitter,推特) □ (04)LinkedIn □ (05)微博 □ (06)噗浪(Plurk) □ (07)抖音(TikTok) "
50,vK2m07,K2,match,,"0,1",,,,"0,1",,,,multiple-response binary,"K2‧除了私下(一對一)聯絡,請問您最近一個月有使用下列哪些網路平台或APP,公開(一對多)和人互動,像是看朋友或其他人的動態、自己PO文、按讚、留言?(可多選)(卡8) 訪員注意: 1.若只是在LINE、FB、IG上看到標註抖音(TikTok)的影片,不算有使用,要有用抖音APP或在網頁版上觀看才算有使用。 2.不論是透過手機、平板或電腦使用社群媒體都算。 □ (01)臉書(Facebook) □ (02)Instagram(IG) □ (03) X (原Twitter,推特) □ (04)LinkedIn □ (05)微博 □ (06)噗浪(Plurk) □ (07)抖音(TikTok) "
51,vK2m08,K2,match,,"0,1",,,,"0,1",,,,multiple-response binary,"K2‧除了私下(一對一)聯絡,請問您最近一個月有使用下列哪些網路平台或APP,公開(一對多)和人互動,像是看朋友或其他人的動態、自己PO文、按讚、留言?(可多選)(卡8) 訪員注意: 1.若只是在LINE、FB、IG上看到標註抖音(TikTok)的影片,不算有使用,要有用抖音APP或在網頁版上觀看才算有使用。 2.不論是透過手機、平板或電腦使用社群媒體都算。 □ (01)臉書(Facebook) □ (02)Instagram(IG) □ (03) X (原Twitter,推特) □ (04)LinkedIn □ (05)微博 □ (06)噗浪(Plurk) □ (07)抖音(TikTok) "
52,vK2m09,K2,match,,"0,1",,,,"0,1",,,,multiple-response binary,"K2‧除了私下(一對一)聯絡,請問您最近一個月有使用下列哪些網路平台或APP,公開(一對多)和人互動,像是看朋友或其他人的動態、自己PO文、按讚、留言?(可多選)(卡8) 訪員注意: 1.若只是在LINE、FB、IG上看到標註抖音(TikTok)的影片,不算有使用,要有用抖音APP或在網頁版上觀看才算有使用。 2.不論是透過手機、平板或電腦使用社群媒體都算。 □ (01)臉書(Facebook) □ (02)Instagram(IG) □ (03) X (原Twitter,推特) □ (04)LinkedIn □ (05)微博 □ (06)噗浪(Plurk) □ (07)抖音(TikTok) "
53,vK2m11,K2,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"K2‧除了私下(一對一)聯絡,請問您最近一個月有使用下列哪些網路平台或APP,公開(一對多)和人互動,像是看朋友或其他人的動態、自己PO文、按讚、留言?(可多選)(卡8) 訪員注意: 1.若只是在LINE、FB、IG上看到標註抖音(TikTok)的影片,不算有使用,要有用抖音APP或在網頁版上觀看才算有使用。 2.不論是透過手機、平板或電腦使用社群媒體都算。 □ (01)臉書(Facebook) □ (02)Instagram(IG) □ (03) X (原Twitter,推特) □ (04)LinkedIn □ (05)微博 □ (06)噗浪(Plurk) □ (07)抖音(TikTok) "
54,vK2m12,K2,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"K2‧除了私下(一對一)聯絡,請問您最近一個月有使用下列哪些網路平台或APP,公開(一對多)和人互動,像是看朋友或其他人的動態、自己PO文、按讚、留言?(可多選)(卡8) 訪員注意: 1.若只是在LINE、FB、IG上看到標註抖音(TikTok)的影片,不算有使用,要有用抖音APP或在網頁版上觀看才算有使用。 2.不論是透過手機、平板或電腦使用社群媒體都算。 □ (01)臉書(Facebook) □ (02)Instagram(IG) □ (03) X (原Twitter,推特) □ (04)LinkedIn □ (05)微博 □ (06)噗浪(Plurk) □ (07)抖音(TikTok) "
55,vK2m13,K2,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"K2‧除了私下(一對一)聯絡,請問您最近一個月有使用下列哪些網路平台或APP,公開(一對多)和人互動,像是看朋友或其他人的動態、自己PO文、按讚、留言?(可多選)(卡8) 訪員注意: 1.若只是在LINE、FB、IG上看到標註抖音(TikTok)的影片,不算有使用,要有用抖音APP或在網頁版上觀看才算有使用。 2.不論是透過手機、平板或電腦使用社群媒體都算。 □ (01)臉書(Facebook) □ (02)Instagram(IG) □ (03) X (原Twitter,推特) □ (04)LinkedIn □ (05)微博 □ (06)噗浪(Plurk) □ (07)抖音(TikTok) "
56,vK2m88,K2,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"K2‧除了私下(一對一)聯絡,請問您最近一個月有使用下列哪些網路平台或APP,公開(一對多)和人互動,像是看朋友或其他人的動態、自己PO文、按讚、留言?(可多選)(卡8) 訪員注意: 1.若只是在LINE、FB、IG上看到標註抖音(TikTok)的影片,不算有使用,要有用抖音APP或在網頁版上觀看才算有使用。 2.不論是透過手機、平板或電腦使用社群媒體都算。 □ (01)臉書(Facebook) □ (02)Instagram(IG) □ (03) X (原Twitter,推特) □ (04)LinkedIn □ (05)微博 □ (06)噗浪(Plurk) □ (07)抖音(TikTok) "
57,vK2m90,K2,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"K2‧除了私下(一對一)聯絡,請問您最近一個月有使用下列哪些網路平台或APP,公開(一對多)和人互動,像是看朋友或其他人的動態、自己PO文、按讚、留言?(可多選)(卡8) 訪員注意: 1.若只是在LINE、FB、IG上看到標註抖音(TikTok)的影片,不算有使用,要有用抖音APP或在網頁版上觀看才算有使用。 2.不論是透過手機、平板或電腦使用社群媒體都算。 □ (01)臉書(Facebook) □ (02)Instagram(IG) □ (03) X (原Twitter,推特) □ (04)LinkedIn □ (05)微博 □ (06)噗浪(Plurk) □ (07)抖音(TikTok) "
58,vE17,E17,match,,"1,88",97,98,,"1,88",97,98,,option code span including table,"E17‧請問您平常主要是透過手機、平板或電腦使用LINE?【K1答(01)者,或K2答(13)者,才需回答此題】 訪員注意:如果是用手機連到電視螢幕,依然認定是透過「手機」使用LINE。 □ (01)手機【與D1答(03)互斥】 □ (02)平板 □ (03)電腦(包括桌機與筆電) □ (88)其他,請說明______【開放欄位】 □ (97)不知道 □ (98)拒答"
59,vKLI1,KLI1,mismatch,existing r1-r4 differ from proposal,"0.5,7",95,97,98,95,97,98,,option code span including table,"KLI1‧請問您每週平均有幾天使用LINE?【數值題,可輸入小數點,範圍為0.5、1、1.5、2、2.5、3、3.5、4、4.5、5、5.5、6、6.5、7、95、97、98】【K1答(01)者,或K2答(13)者,才需回答此題】 * 用LINE包含與親友傳訊息、通話、看LINE today新聞、用LINE購物等。 訪員注意: 1.本題為數值題,若為區間請取「中間值」,例如:3~4天,請填入「3.5」天。 2.答案無法填答時(例如:一個月只看1天)或每週平均用不到0.5天,請填入「95」。 ________天 □ (95)每週平均用不到0.5天 □ (97)不知道 □ (98)拒答"
60,vKLI2,KLI2,match,,"1,2359",9797,9898,,"1,2359",9797,9898,,explicit numeric range,"KLI2‧在您有使用LINE的那一天,您一整天大概會使用多久(要真的有在用LINE傳訊息、通話、看LINE Today的時間)?【數值題,範圍:0001-2359、9797、9898】【K1答(01)者,或K2答(13)者,才需回答此題】 * 若使用時間很分散,只要有空就會用,請受訪者儘量回想在什麼場合會用LINE,如:通勤、睡前 等,將這些時間進行加總。 * 請以發生頻率較高(天數較多)來回答一整天看的時間,不是填看最長的時間。例如星期一到星期四都是3小時,星期五到星期日都是6小時,則頻率較高為星期一到星期四,答案填入「0300」。 訪員注意: 1.本題為數值題,請填入4位數,例如2小時30"
61,vKFB1,KFB1,mismatch,existing r1-r4 differ from proposal,"0.5,7",95,97,98,95,97,98,,option code span including table,"KFB1‧請問您每週平均有幾天使用臉書(Facebook),包含臉書聊天室(FB Messenger)也算?【數值題,可輸入小數點,範圍為0.5、1、1.5、2、2.5、3、3.5、4、4.5、5、5.5、6、6.5、7、95、97、98】【K1答(02)者,或K2答(01)者,才需回答此題】 訪員注意: 1.本題為數值題,若為區間請取「中間值」,例如:3~4天,請填入「3.5」天。 2.答案無法填答時(例如:一個月只看1天)或每週平均用不到0.5天,請填入「95」。 ________天 □ (95)每週平均用不到0.5天 □ (97)不知道 □ (98)拒答"
62,vKFB2,KFB2,match,,"1,2359",9797,9898,,"1,2359",9797,9898,,explicit numeric range,"KFB2‧在您有使用臉書(Facebook),包含臉書聊天室(FB Messenger)的那一天,您一整天大概會使用多久(真的有在用的時間)?【數值題,範圍:0001-2359、9797、9898】【K1答(02)者,或K2答(01)者,才需回答此題】 * 若使用時間很分散,只要有空就會用,請受訪者儘量回想在什麼場合會用臉書(Facebook),如:通勤、睡前等,將這些時間進行加總。 * 請以發生頻率較高(天數較多)來回答一整天看的時間,不是填看最長的時間。例如星期一到星期四都是3小時,星期五到星期日都是6小時,則頻率較高為星期一到星期四,答案填入「0300」。 訪員注意: 1.本題為數值題,"
63,vKFB3m01,KFB3,match,,"0,1",,,,"0,1",,,,multiple-response binary,"KFB3‧請問您使用臉書(Facebook)主要的原因或動機是什麼呢?(可多選)(卡9)【K1答(02)者,或K2答(01)者,才需回答此題】 □ (01)聯絡事情 □ (02)維持與親友之間的關係 □ (03)交新朋友 □ (04)與朋友分享心情 □ (05)與朋友分享生活點滴 □ (06)怕漏掉親友間發生的事情或話題 □ (07)查看一些您有興趣的人(包括認識與不認識都算,例如網紅)的動態資訊 □ (08)接觸有興趣的事物 □ (09)工作(有支薪)或課業所需 □ (10)獲得新資訊 □ (11)學習新事物 □ (12)記錄生活點滴(例如:旅遊、食物、健身等拍照上傳) □ (13)分享時事"
64,vKFB3m02,KFB3,match,,"0,1",,,,"0,1",,,,multiple-response binary,"KFB3‧請問您使用臉書(Facebook)主要的原因或動機是什麼呢?(可多選)(卡9)【K1答(02)者,或K2答(01)者,才需回答此題】 □ (01)聯絡事情 □ (02)維持與親友之間的關係 □ (03)交新朋友 □ (04)與朋友分享心情 □ (05)與朋友分享生活點滴 □ (06)怕漏掉親友間發生的事情或話題 □ (07)查看一些您有興趣的人(包括認識與不認識都算,例如網紅)的動態資訊 □ (08)接觸有興趣的事物 □ (09)工作(有支薪)或課業所需 □ (10)獲得新資訊 □ (11)學習新事物 □ (12)記錄生活點滴(例如:旅遊、食物、健身等拍照上傳) □ (13)分享時事"
65,vKFB3m03,KFB3,match,,"0,1",,,,"0,1",,,,multiple-response binary,"KFB3‧請問您使用臉書(Facebook)主要的原因或動機是什麼呢?(可多選)(卡9)【K1答(02)者,或K2答(01)者,才需回答此題】 □ (01)聯絡事情 □ (02)維持與親友之間的關係 □ (03)交新朋友 □ (04)與朋友分享心情 □ (05)與朋友分享生活點滴 □ (06)怕漏掉親友間發生的事情或話題 □ (07)查看一些您有興趣的人(包括認識與不認識都算,例如網紅)的動態資訊 □ (08)接觸有興趣的事物 □ (09)工作(有支薪)或課業所需 □ (10)獲得新資訊 □ (11)學習新事物 □ (12)記錄生活點滴(例如:旅遊、食物、健身等拍照上傳) □ (13)分享時事"
66,vKFB3m04,KFB3,match,,"0,1",,,,"0,1",,,,multiple-response binary,"KFB3‧請問您使用臉書(Facebook)主要的原因或動機是什麼呢?(可多選)(卡9)【K1答(02)者,或K2答(01)者,才需回答此題】 □ (01)聯絡事情 □ (02)維持與親友之間的關係 □ (03)交新朋友 □ (04)與朋友分享心情 □ (05)與朋友分享生活點滴 □ (06)怕漏掉親友間發生的事情或話題 □ (07)查看一些您有興趣的人(包括認識與不認識都算,例如網紅)的動態資訊 □ (08)接觸有興趣的事物 □ (09)工作(有支薪)或課業所需 □ (10)獲得新資訊 □ (11)學習新事物 □ (12)記錄生活點滴(例如:旅遊、食物、健身等拍照上傳) □ (13)分享時事"
67,vKFB3m05,KFB3,match,,"0,1",,,,"0,1",,,,multiple-response binary,"KFB3‧請問您使用臉書(Facebook)主要的原因或動機是什麼呢?(可多選)(卡9)【K1答(02)者,或K2答(01)者,才需回答此題】 □ (01)聯絡事情 □ (02)維持與親友之間的關係 □ (03)交新朋友 □ (04)與朋友分享心情 □ (05)與朋友分享生活點滴 □ (06)怕漏掉親友間發生的事情或話題 □ (07)查看一些您有興趣的人(包括認識與不認識都算,例如網紅)的動態資訊 □ (08)接觸有興趣的事物 □ (09)工作(有支薪)或課業所需 □ (10)獲得新資訊 □ (11)學習新事物 □ (12)記錄生活點滴(例如:旅遊、食物、健身等拍照上傳) □ (13)分享時事"
68,vKFB3m06,KFB3,match,,"0,1",,,,"0,1",,,,multiple-response binary,"KFB3‧請問您使用臉書(Facebook)主要的原因或動機是什麼呢?(可多選)(卡9)【K1答(02)者,或K2答(01)者,才需回答此題】 □ (01)聯絡事情 □ (02)維持與親友之間的關係 □ (03)交新朋友 □ (04)與朋友分享心情 □ (05)與朋友分享生活點滴 □ (06)怕漏掉親友間發生的事情或話題 □ (07)查看一些您有興趣的人(包括認識與不認識都算,例如網紅)的動態資訊 □ (08)接觸有興趣的事物 □ (09)工作(有支薪)或課業所需 □ (10)獲得新資訊 □ (11)學習新事物 □ (12)記錄生活點滴(例如:旅遊、食物、健身等拍照上傳) □ (13)分享時事"
69,vKFB3m07,KFB3,match,,"0,1",,,,"0,1",,,,multiple-response binary,"KFB3‧請問您使用臉書(Facebook)主要的原因或動機是什麼呢?(可多選)(卡9)【K1答(02)者,或K2答(01)者,才需回答此題】 □ (01)聯絡事情 □ (02)維持與親友之間的關係 □ (03)交新朋友 □ (04)與朋友分享心情 □ (05)與朋友分享生活點滴 □ (06)怕漏掉親友間發生的事情或話題 □ (07)查看一些您有興趣的人(包括認識與不認識都算,例如網紅)的動態資訊 □ (08)接觸有興趣的事物 □ (09)工作(有支薪)或課業所需 □ (10)獲得新資訊 □ (11)學習新事物 □ (12)記錄生活點滴(例如:旅遊、食物、健身等拍照上傳) □ (13)分享時事"
70,vKFB3m08,KFB3,match,,"0,1",,,,"0,1",,,,multiple-response binary,"KFB3‧請問您使用臉書(Facebook)主要的原因或動機是什麼呢?(可多選)(卡9)【K1答(02)者,或K2答(01)者,才需回答此題】 □ (01)聯絡事情 □ (02)維持與親友之間的關係 □ (03)交新朋友 □ (04)與朋友分享心情 □ (05)與朋友分享生活點滴 □ (06)怕漏掉親友間發生的事情或話題 □ (07)查看一些您有興趣的人(包括認識與不認識都算,例如網紅)的動態資訊 □ (08)接觸有興趣的事物 □ (09)工作(有支薪)或課業所需 □ (10)獲得新資訊 □ (11)學習新事物 □ (12)記錄生活點滴(例如:旅遊、食物、健身等拍照上傳) □ (13)分享時事"
71,vKFB3m09,KFB3,match,,"0,1",,,,"0,1",,,,multiple-response binary,"KFB3‧請問您使用臉書(Facebook)主要的原因或動機是什麼呢?(可多選)(卡9)【K1答(02)者,或K2答(01)者,才需回答此題】 □ (01)聯絡事情 □ (02)維持與親友之間的關係 □ (03)交新朋友 □ (04)與朋友分享心情 □ (05)與朋友分享生活點滴 □ (06)怕漏掉親友間發生的事情或話題 □ (07)查看一些您有興趣的人(包括認識與不認識都算,例如網紅)的動態資訊 □ (08)接觸有興趣的事物 □ (09)工作(有支薪)或課業所需 □ (10)獲得新資訊 □ (11)學習新事物 □ (12)記錄生活點滴(例如:旅遊、食物、健身等拍照上傳) □ (13)分享時事"
